4500 3000 -14.346147101693171
4500 3020 -12.604689161127139
4500 3040 -25.52114480656765
4500 3060 -18.557819752830753
4500 3080 -14.507988527712277
4500 3100 -11.727906521076294
4500 3120 -12.347623558595808
4500 3140 -9.199155364330828
4500 3160 -10.668615103177368
4500 3180 -10.65109645245332
4500 3200 -12.234509466556032
4500 3220 -12.110849098162891
4500 3240 -14.057056243958911
4500 3260 -29.775900990780567
4500 3280 -30.25031735579804
4500 3300 -16.248471492540713
4500 3320 -15.502859754384698
4500 3340 -12.028276279636476
4500 3360 -10.948183370074677
4500 3380 -12.283016981606512
4500 3400 -11.333061967970607
4500 3420 -9.477940741115022
4500 3440 -9.47300760804157
4500 3460 -11.68364574829855
4500 3480 -11.973726432462449
4500 3500 -9.91672405005857
4500 3520 -15.587489910491461
4500 3540 -15.49282876431307
4500 3560 -23.04935863480268
4500 3580 -21.258042375287367
4500 3600 -29.26860509232242
4500 3620 -19.687395320800924
4500 3640 -20.858680852543074
4500 3660 -21.69006842824551
4500 3680 -15.77137565616451
4500 3700 -25.99926305995007
4500 3720 -18.52057113487597
4500 3740 -17.57836749368051
4500 3760 -21.298017619399907
4500 3780 -12.603160378467068
4500 3800 -15.747242681943076
4500 3820 -12.990172797036472
4500 3840 -10.471413879818973
4500 3860 -12.199284736945371
4500 3880 -11.393921218154212
4500 3900 -17.001194723822547
4500 3920 -15.283309628235116
4500 3940 -12.345407482789634
4500 3960 -14.981147252201193
4500 3980 -13.88295222310932
4500 4000 -14.684283440066734
4500 4020 -15.870592755257187
4500 4040 -15.164926356090135
4500 4060 -14.397769584742244
4500 4080 -19.86979301201066
4500 4100 -17.056467331627463
4500 4120 -19.501979175421717
4500 4140 -25.00763736774585
4500 4160 -24.976622303064985
4500 4180 -19.037950939823737
4500 4200 -13.00744158066935
4500 4220 -10.512889307976998
4500 4240 -7.8948418201703525
4500 4260 -10.274527217312484
4500 4280 -10.636917631709156
4500 4300 -9.050236660460481
4500 4320 -7.067558452051006
4500 4340 -6.801788346296485
4500 4360 -5.70832488186184
4500 4380 -4.968039515826826
4500 4400 -3.070716861690033
4500 4420 -3.3949505978963517
4500 4440 -4.442761965653573
4500 4460 -1.7016388859481426
4500 4480 -2.267714527735816
4500 4500 -3.0220329206318852
