1 3000 -22.019676802822566
1 3020 -32.00455135888896
1 3040 -13.926836234676967
1 3060 -16.4331830389063
1 3080 -13.690397807083487
1 3100 -16.60585535189465
1 3120 -15.756134819060176
1 3140 -17.828517273386893
1 3160 -25.764753805552758
1 3180 -20.03305694610465
1 3200 -20.236488481377506
1 3220 -24.03152092351382
1 3240 -13.752324141166646
1 3260 -17.439757952205664
1 3280 -15.945454610515252
1 3300 -19.30479143043598
1 3320 -22.46540165472588
1 3340 -21.12894287576482
1 3360 -20.574498709339334
1 3380 -24.897527449314314
1 3400 -30.066853464298262
1 3420 -17.028695349369237
1 3440 -19.303264849446975
1 3460 -27.469091673641557
1 3480 -30.361818658856194
1 3500 -15.076106877924811
1 3520 -17.288251424585944
1 3540 -16.128440699702026
1 3560 -21.33826006686984
1 3580 -23.821120245146563
1 3600 -19.20960411589101
1 3620 -25.429621249555375
1 3640 -21.443419356007738
1 3660 -40.185929853864806
1 3680 -29.880531944366602
1 3700 -29.836563476534312
1 3720 -27.636165898172486
1 3740 -22.427052469653994
1 3760 -24.104117932032317
1 3780 -23.26094419370377
1 3800 -28.384677968600293
1 3820 -27.087515546305806
1 3840 -23.764358945219595
1 3860 -35.57761417188557
1 3880 -24.653022353152224
1 3900 -22.369708270833396
1 3920 -26.013257690546368
1 3940 -20.040551560353542
1 3960 -20.654962728481227
1 3980 -26.067878188467375
1 4000 -28.109442162314625
1 4020 -22.465044585276488
1 4040 -23.9075382966617
1 4060 -24.44741408347455
1 4080 -23.03310642997646
1 4100 -25.636097441025537
1 4120 -22.705881791969155
1 4140 -23.83604839744088
1 4160 -23.056965844497572
1 4180 -21.46800487493854
1 4200 -27.642390851172717
1 4220 -29.63676896405736
1 4240 -24.77218056965029
1 4260 -28.382637925357834
1 4280 -31.819414384548608
1 4300 -29.03881859231344
1 4320 -26.1721981022046
1 4340 -32.477144756848396
1 4360 -28.521044452459925
1 4380 -33.04623205488616
1 4400 -27.089943310577965
1 4420 -25.54743483470166
1 4440 -29.71169641521575
1 4460 -27.357044771462384
1 4480 -23.175579177483225
1 4500 -27.454631814070083
